id_venta,fecha,tipo_pago,monto_total,id_cliente,id_usuario,id_promotor
201,2019-07-21 18:9,Efectivo,"40.00",88,3,1
202,2019-07-19 13:46,Tarjeta,"99.00",95,2,5
203,2019-07-29 16:16,Tarjeta,"94.50",61,6,2
204,2019-07-1 20:33,Tarjeta,"25.00",18,5,8
205,2019-07-25 13:28,Efectivo,"323.50",18,7,2
206,2019-07-21 18:28,Efectivo,"113.50",90,5,1
207,2019-07-7 18:8,Efectivo,"439.00",7,9,9
208,2019-07-19 15:18,Efectivo,"218.00",66,6,2
209,2019-07-17 14:3,Efectivo,"200.50",88,10,1
210,2019-07-27 13:4,Tarjeta,"297.00",71,3,3
211,2019-07-6 15:1,Tarjeta,"226.00",10,7,1
212,2019-07-11 20:32,Efectivo,"450.00",57,6,6
213,2019-07-22 13:52,Efectivo,"34.50",16,1,9
214,2019-07-5 11:44,Efectivo,"52.00",78,2,1
215,2019-07-28 21:18,Efectivo,"165.50",8,3,9
216,2019-07-27 19:56,Tarjeta,"30.00",73,1,1
217,2019-07-8 10:16,Efectivo,"227.50",26,1,1
218,2019-07-2 9:40,Efectivo,"135.00",76,5,1
219,2019-07-26 18:25,Tarjeta,"177.00",88,2,7
220,2019-07-23 9:44,Efectivo,"36.00",41,6,1
221,2019-07-12 11:6,Efectivo,"40.00",74,4,1
222,2019-07-9 15:55,Efectivo,"43.50",56,6,9
223,2019-07-1 9:10,Efectivo,"334.00",21,4,1
224,2019-07-9 20:31,Tarjeta,"289.50",90,9,10
225,2019-07-13 19:13,Efectivo,"99.00",18,2,1
226,2019-07-8 9:31,Efectivo,"320.00",97,7,10
227,2019-07-9 18:53,Efectivo,"108.00",69,3,2
228,2019-07-6 17:39,Efectivo,"120.00",88,8,10
229,2019-07-6 10:21,Tarjeta,"644.50",86,2,4
230,2019-07-1 15:31,Efectivo,"134.00",35,6,1
231,2019-07-25 11:54,Tarjeta,"329.50",41,1,4
232,2019-07-9 10:37,Efectivo,"481.50",86,9,4
233,2019-07-2 20:58,Tarjeta,"55.00",13,7,1
234,2019-07-18 19:23,Tarjeta,"108.00",6,4,1
235,2019-07-24 16:57,Tarjeta,"390.00",17,3,4
236,2019-07-11 10:35,Tarjeta,"261.00",36,7,6
237,2019-07-28 20:36,Efectivo,"112.50",68,9,10
238,2019-07-2 13:59,Efectivo,"270.00",22,7,1
239,2019-07-21 10:55,Efectivo,"220.00",61,1,7
240,2019-07-21 15:33,Efectivo,"134.00",56,2,1
241,2019-07-11 19:59,Efectivo,"658.00",38,5,1
242,2019-07-27 20:28,Tarjeta,"457.50",65,2,7
243,2019-07-25 11:31,Efectivo,"56.50",46,8,1
244,2019-07-12 13:11,Tarjeta,"215.50",44,8,1
245,2019-07-20 17:47,Efectivo,"209.00",18,3,1
246,2019-07-1 19:17,Efectivo,"56.00",65,10,6
247,2019-07-18 9:48,Tarjeta,"360.00",38,1,6
248,2019-07-10 19:32,Efectivo,"501.00",35,5,10
249,2019-07-28 10:59,Efectivo,"73.00",79,2,8
250,2019-07-1 16:9,Efectivo,"255.00",49,10,3
251,2019-07-3 9:55,Efectivo,"143.50",48,1,1
252,2019-07-20 19:18,Efectivo,"252.50",40,5,10
253,2019-07-26 17:36,Efectivo,"150.00",82,4,8
254,2019-07-24 15:9,Tarjeta,"124.00",24,4,7
255,2019-07-19 21:22,Efectivo,"105.50",39,4,7
256,2019-07-11 16:32,Efectivo,"70.00",73,1,1
257,2019-07-15 17:39,Tarjeta,"503.00",81,6,3
258,2019-07-8 17:52,Efectivo,"219.50",73,5,1
259,2019-07-16 20:53,Tarjeta,"342.00",42,6,5
260,2019-07-18 20:59,Tarjeta,"16.00",18,10,1
261,2019-07-28 13:53,Tarjeta,"455.50",3,4,2
262,2019-07-15 14:2,Tarjeta,"49.50",13,4,8
263,2019-07-21 15:50,Efectivo,"295.00",5,4,8
264,2019-07-14 19:46,Efectivo,"258.00",53,1,10
265,2019-07-19 15:40,Efectivo,"230.00",9,6,9
266,2019-07-5 10:9,Efectivo,"99.00",59,10,1
267,2019-07-20 18:5,Efectivo,"14.00",73,7,7
268,2019-07-9 11:21,Efectivo,"206.00",66,9,1
269,2019-07-6 11:12,Efectivo,"193.00",27,1,1
270,2019-07-13 12:55,Tarjeta,"464.00",29,3,2
271,2019-07-12 14:9,Efectivo,"112.00",18,3,1
272,2019-07-6 20:41,Efectivo,"107.00",93,5,1
273,2019-07-26 11:14,Efectivo,"90.00",9,4,8
274,2019-07-18 11:40,Tarjeta,"188.50",94,3,5
275,2019-07-28 21:41,Efectivo,"195.00",83,7,1
276,2019-07-2 17:19,Efectivo,"150.50",90,4,8
277,2019-07-18 10:45,Tarjeta,"221.50",89,7,9
278,2019-07-8 14:3,Tarjeta,"60.00",64,6,1
279,2019-07-6 9:5,Efectivo,"40.00",35,2,8
280,2019-07-12 19:39,Tarjeta,"20.00",53,6,7
281,2019-07-31 13:12,Efectivo,"17.00",46,2,8
282,2019-07-20 16:26,Tarjeta,"108.00",64,2,1
283,2019-07-30 11:41,Efectivo,"76.00",8,3,3
284,2019-07-7 19:36,Tarjeta,"115.00",62,10,1
285,2019-07-22 12:6,Efectivo,"252.50",5,8,8
286,2019-07-26 17:39,Efectivo,"437.00",49,4,5
287,2019-07-23 13:26,Efectivo,"159.00",42,10,8
288,2019-07-30 9:39,Efectivo,"165.50",48,10,4
289,2019-07-26 15:13,Tarjeta,"127.50",21,3,1
290,2019-07-5 15:16,Efectivo,"559.00",45,3,6
291,2019-07-16 19:21,Efectivo,"149.00",85,7,2
292,2019-07-5 21:41,Tarjeta,"313.50",10,2,6
293,2019-07-14 18:1,Efectivo,"139.50",41,9,8
294,2019-07-26 14:11,Efectivo,"198.50",92,10,1
295,2019-07-5 13:40,Efectivo,"149.00",46,7,1
296,2019-07-28 12:57,Efectivo,"419.50",37,4,1
297,2019-07-17 15:45,Tarjeta,"289.50",89,3,4
298,2019-07-20 9:56,Efectivo,"187.00",12,2,5
299,2019-07-17 10:6,Tarjeta,"36.00",73,9,1
300,2019-07-9 13:3,Tarjeta,"249.50",16,9,1
